timestamp,avg_time,fun_val,iters,precond_time,n_nodes,n_arcs,preconditioner,max_cg_iters,min_cg_iters,avg_cg_iters,max_cg_time,min_cg_time,avg_cg_time
2025-06-15 11:45:42,0.8698727199989662,864.0,50,0.0022734873799345225,10,25,learned,28,19,25.72,0.015927230000670534,0.011781360999520984,0.014535679920154507
2025-06-15 11:45:42,0.5789736000006087,864.0,50,0.0006373438199807424,10,25,ic,17,14,16.38,0.010948158998871804,0.008871963000274263,0.010354448379875975
2025-06-15 11:45:42,0.14392700099961075,864.0,50,9.946443999069742e-05,10,25,jacobi,23,17,21.58,0.0024948750015028054,0.0016232119996857364,0.001995021860129782
2025-06-15 11:45:43,0.7506928249986231,931.0,49,0.0021838775918491147,10,25,learned,23,19,21.53061224489796,0.013201533000028576,0.011638971998763736,0.01250712012240131
2025-06-15 11:45:44,0.5144348359990545,931.0,49,0.0006331983264799976,10,25,ic,15,13,14.571428571428571,0.010294812000211095,0.008320001999891247,0.009287112408076479
2025-06-15 11:45:44,0.14364930900046602,931.0,49,8.668022461019323e-05,10,25,jacobi,20,17,18.93877551020408,0.004749688001538743,0.0016599310001765843,0.0020006868978401015
